PARCEL_ID,ADDRESS,PRINT_KEY,PROPERTY_CLASS,BUILD_STYLE,SFLA,LAT,LONG
1248,29  Jordan St,006.-05-29.0,210,08,1341,1073779,541068
1249,40  Fennell St,006.-05-45.1,454,,,1074319,540303
1250,17  Fennell St,006.-06-06.0,210,08,1776,1073745,540630
1251,16 E Genesee St,006.-06-19.1,651,,,1073478,540767
1252,W Genesee St,006.-06-36.0,330,,,1073563,541036
1253,13  Hannum St,006.-07-11.0,210,08,1593,1073361,540205
1254,40 W Genesee St,006.-07-16.0,280,05,3468,1073141,540193
1255,6 E Elizabeth St,007.-01-02.0,210,08,1141,1074746,541029
1256,56  Jordan St,007.-01-28.0,230,08,3990,1074554,541112
1257,47  Academy St,007.-02-19.0,210,08,2656,1074200,542638
1258,27  Academy St,007.-02-28.0,210,08,3420,1074336,541990
1259,19  Leitch Ave,007.-03-21.0,210,08,3162,1073635,542514
1260,95 E Genesee St,007.-03-26.0,438,,,1073403,542390
1261,70 E Genesee St - Unit 2,007.-03-45.1/3,411,,,0,0
1262,48  Jordan St,007.-04-01.0,210,05,1718,1074288,541063
1263,8  Academy St,007.-04-04.0,210,08,2164,1074218,541210
1264,13  State St,007.-04-19.0,220,08,2704,1073603,541546
1265,11  State St,007.-04-20.0,220,05,1840,1073569,541540
1266,OFF  Jordan St,007.-04-39.0,438,,,1073555,541352
1267,58 E Elizabeth St,008.-01-05.0,210,08,2363,1074661,543255
1268,27  East St,008.-01-11.0,210,04,1155,1074669,543693
1269,21  East St,008.-01-14.0,210,02,2110,1074469,543756
1270,23  Onondaga St,008.-01-27.0,210,08,1351,1073637,543456
1271,9  Onondaga St,008.-01-34.0,210,08,2600,1073392,543150
1272,36  Leitch Ave,008.-01-51.0,210,08,2724,1074071,542897
1273,14  East St,008.-02-15.0,210,01,1708,1074654,544070
1274,34  Onondaga St,009.-01-14.0,210,08,1636,1073788,544079
1275,22 E Lake St,009.-01-25.0,210,05,2289,1073309,544309
1276,123 E Genesee St,009.-01-52.0,210,08,2480,1073082,543147
1277,15  Goodspeed Pl,009.-02-02.0,210,08,1199,1073274,544955
1278,8  Goodspeed Pl,009.-03-06.0,210,05,2238,1073074,545211
1279,12  Goodspeed Pl,009.-03-08.0,210,04,1654,1073208,545184
1280,16  Goodspeed Pl,009.-03-10.3,210,05,2350,1073382,545127
1281,1  Teasel Ln,009.-03-12.4,210,05,2494,1073923,544859
1282,6  Heritage Woods Rd,010.-01-08.0,210,01,2311,1071830,538733
1283,49 W Genesee St,010.-02-14.0,633,,,1072848,539966
1284,9  Kane Ave,010.-02-29.2,210,06,2707,1072183,539378
1285,OFF W Lake St,010.-02-55.0,822,,,1072101,540665
1286,4  Hawthorne Woods Ct,010.-03-12.0,210,05,2548,1071522,538702
1287,1  Hawthorne Woods Ct,010.-03-20.0,210,05,2510,1071655,538931
1288,98 W Lake St,011.-01-03.0,210,05,2666,1070228,540200
1289,10  Wicklow Dr,011.-04-05.1,210,06,2133,1070822,538392
1290,9  Wicklow Dr,011.-04-06.1,210,06,2056,1070743,538374
1291,8  Whitegate Dr,011.-04-14.1,210,06,2236,1070122,538429
1292,10  Whitegate Dr,011.-04-15.1,210,06,1976,1069983,538442
1293,Boathouse Lt 8,012.-01-03.0,312,,,1073145,541182
1294,W Genesee St,012.-01-06.0,312,,,1073171,541174
1295,5 W Genesee St,012.-01-09.1,421,,,1073248,541167
1296,14 E Genesee St,012.-01-13.0,481,,,1073193,541319
1297,20 E Genesee St,012.-01-15.0,481,,,1073198,541358
1298,24 E Genesee St,012.-01-16.0,481,,,1073198,541379
1299,26 E Genesee St,012.-01-17.0,481,,,1073192,541403
1300,44 E Genesee St,012.-01-23.0,481,,,1073169,541536
1301,18  Lakeview Cir,012.-02-05.0,210,02,2276,1072236,543999
1302,26  Lakeview Cir,012.-02-13.0,210,06,3243,1071616,544015
1303,33  Lakeview Cir,012.-02-19.0,210,01,1532,1072111,543840
1304,4  Woodmere Ln,013.-01-06.2,230,08,2800,1072485,544389
1305,8  Woodmere Ln,013.-01-10.0,210,05,2451,1072288,544518
1306,14  Gayle Rd,013.-01-29.0,210,01,2062,1071595,544975
1307,10  Gayle Rd,013.-01-33.0,210,05,1992,1071544,544630
1308,8A  Gayle Rd,013.-01-35.0,210,05,3640,1071315,544403
1309,10  Lakeview Cir,013.-01-40.0,210,01,1152,1071788,544187
1310,8  Lakeview Cir,013.-01-42.0,210,01,1464,1071937,544181
1311,8  Sachem Dr,013.-02-06.4,210,05,2879,1071822,545823
1312,67 E Lake Rd,013.-02-07.0,210,08,3250,1072082,545352
1313,2  Gayle Rd,014.-01-08.0,210,01,1248,1071438,545170
1314,82 E Lake Rd,014.-01-11.0,210,01,1384,1071450,545480
1315,4  Bitter End Ln,014.-01-13.3,210,05,4471,1071086,545118
1316,7  Bobbett Ln,014.-01-19.0,260,05,2609,1070976,544898
1317,3  Elson Ln,014.-01-34.0,210,01,2242,1070518,545566
1318,E Lake Rd,014.-01-34.0/1,311,,,0,0
1319,2  Barrow Ln,014.-02-08.1,210,01,1370,1071414,545995
1320,89 E Lake Rd,014.-02-09.0,210,03,2178,1071513,545686
1321,91  Jordan St,002.-02-13.0,,,,0,0
1322,90  State St,005.-01-18.0,,,,0,0
1323,West Genesee St,012.-01-07.0,,,,0,0
1324,14  Gayle Rd,013.-01-30.0,,,,1071583,544865
1325,77 E Genesee St - Apt 2,007.-03-32.0/2,411,,,1073528,541928
1326,32  East St,005.-02-04.1,210,08,3562,1075386,543810
1327,41 E Elizabeth St,005.-01-07.1,210,08,2258,1075098,542297
1328,115  Orchard Rd,003.-03-07.0,210,06,3745,1075034,538221
1329,112  Orchard Rd,003.-04-08.0,210,05,2552,1074984,538693
1330,W Elizabeth St,003.-05-08.0,311,,,1076100,537814
1331,3  Fennell St - Apt D,006.-06-11.0/4,411,,,1073602,540970
1332,4 E GeneseeSt - Unit 5,012.-01-11.2/5,411,,,0,0
1333,132  Orchard Rd,003.-05-18.0,210,05,2112,1076033,538184
1334,Fuller St,006.1-01-02,311,,,1073001,537932
1335,Fuller St,006.1-01-02.6,311,,,1072894,538030

